Unique ID,feature_name,Honorees,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status
1938,Jeff Lee Park and Pool,Robert E. Lee,McAlester,Pittsburg,OK,Not Applicable,"34.944569,-95.760067",Park,Parks/Trails,Uknown,,,Live
889,Lee Elementary School,Robert E. Lee,Pauls Valley,Garvin,OK,Not Applicable,"34.744918,-97.228937",School,Schools,Uknown,,,Live
2151,Confederate Army Monument,No specific honoree,Purcell,McClain,OK,Not Applicable,"35.012033,-97.361167",Monument,Monument,United Daughters of the Confederacy,1906,,Live
882,Confederate Soldiers,No specific honoree,Rentiesville,McIntosh,OK,Not Applicable,"35.530233,-95.485900",Monument,Monument,United Daughters of the Confederacy; Oklahoma Historical Society,1983,,Live
886,City of Stonewall,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Pontotoc,OK,Not Applicable,"34.652564,-96.526218",City,County/Municipality,Uknown,1874,,Live
890,Stonewall Elementary School,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Pontotoc,OK,Not Applicable,"34.647901,-96.528914",School,Schools,Uknown,,,Live
986,Chester Confederate Monument,No specific honoree,Chester,Chester,SC,South,"34.705417,-81.213417",Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,,Live
957,Old Stone Church Confederate Memorial,"Thomas Jonathan ""Stonewall"" Jackson",Clemson,Pickens,SC,South,"34.664167,-82.815000",Monument,Monument,Uknown,,,Live
906,Beauregard Street,Pierre Gustave Toutant-Beauregard,Clinton,Laurens,SC,South,"34.480377,-81.889266",Highway / Roadway,Roads,Uknown,,,Live
958,Clinton Confederate Monument,No specific honoree,Clinton,Laurens,SC,South,"34.473333,-81.880433",Monument,Monument,United Daughters of the Confederacy,1910,,Live
3062,Davis Street,Jefferson Davis,Clinton,Laurens,SC,South,"34.479590,-81.889143",Highway / Roadway,Roads,Uknown,,,Live
3063,Forest Street [sic],Nathan Bedford Forrest,Clinton,Laurens,SC,South,"34.478944,-81.889561",Highway / Roadway,Roads,Uknown,,,Live
3064,Hampton Avenue,Wade Hampton,Clinton,Laurens,SC,South,"34.471582,-81.879811",Highway / Roadway,Roads,Uknown,,,Live
3065,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Clinton,Laurens,SC,South,"34.478210,-81.886632",Highway / Roadway,Roads,Uknown,,,Live
3066,Stewart [sic] Street,"James Ewell Brown ""Jeb"" Stuart",Clinton,Laurens,SC,South,"34.478962,-81.888403",Highway / Roadway,Roads,Uknown,,,Live
939,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",Clinton,Laurens,SC,South,"34.469649,-81.873721",Highway / Roadway,Roads,Uknown,,,Live
1493,Beauregard Street,Pierre Gustave Toutant-Beauregard,Charleston,Kanawha,WV,Border,"38.344853,-81.623477",Highway / Roadway,Roads,Uknown,,,Live
1495,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Charleston,Kanawha,WV,Border,"38.342664,-81.618985",Highway / Roadway,Roads,Uknown,,,Live
1494,Lee Street,Robert E. Lee,Charleston,Kanawha,WV,Border,"38.349101,-81.631559",Highway / Roadway,Roads,Uknown,,,Live
1505,Stonewall Jackson Bust,"Thomas Jonathan ""Stonewall"" Jackson",Charleston,Kanawha,WV,Border,"38.335948,-81.612405",Monument,Government Office Grounds,Uknown,1959,,Live
1504,Stonewall Jackson Statue,"Thomas Jonathan ""Stonewall"" Jackson",Charleston,Kanawha,WV,Border,"38.335458,-81.611278",Monument,Government Office Grounds,Uknown,1910,,Live
1850,Stonewall Jackson monument,"Thomas Jonathan ""Stonewall"" Jackson",Clarksburg,Harrison,WV,Border,"39.279153,-80.339273",Monument,Courthouse Grounds,United Daughters of the Confederacy,1953,,Live
1492,General Lee Street,Robert E. Lee,Craigsville,Nicholas,WV,Border,"38.339130,-80.674274",Highway / Roadway,Roads,Uknown,,,Live
1491,Robert E Lee Avenue,Robert E. Lee,Elkins,Randolph,WV,Border,"38.928613,-79.862123",Highway / Roadway,Roads,Uknown,,,Live
1498,Stonewall Jackson Highway,"Thomas Jonathan ""Stonewall"" Jackson",Flatwoods,Braxton,WV,Border,"38.718032,-80.656808",Highway / Roadway,Roads,Uknown,,,Live
2072,Jefferson Davis Highway Marker,Jefferson Davis,Richmond,Richmond City,VA,South,"37.438966,-77.438878",Monument,Monument,United Daughters of the Confederacy,1933,,Live
1270,Robert E. Lee Commemorative License Plate,Robert E. Lee,Richmond,Richmond City,VA,South,"37.539014,-77.433834",Commemorative License Plate,Flags,Sons of Confederate Veterans,2008,,Live
1268,Robert E. Lee Memorial Bridge,Robert E. Lee,Richmond,Richmond City,VA,South,"37.530278,-77.450573",Bridge,Roads,Uknown,1934,,Live
1403,Robert E. Lee Monument,Robert E. Lee,Richmond,Richmond City,VA,South,"37.553833,-77.460100",Monument,Monument,Lee Monument Association,1890,,Live
634,Anderson Road,Richard Heron Anderson,Moss Point,Jackson,MS,South,"30.356126,-88.485210",Highway / Roadway,Roads,Uknown,,,Live
640,Barron Road,Samuel Barron,Moss Point,Jackson,MS,South,"30.461837,-88.547592",Highway / Roadway,Roads,Uknown,,,Live
632,Beauregard Road,Pierre Gustave Toutant-Beauregard,Moss Point,Jackson,MS,South,"30.347954,-88.488411",Highway / Roadway,Roads,Uknown,,,Live
5026,Alexander Stephens Statue,Alexander Stephens,Washington,Washington,DC,North,"38.889515,-77.009320",Monument,,State of Georgia,1927,,Live
5025,Edmund Kirby Smith Statue,Edmund Kirby Smith,Washington,Washington,DC,North,"38.889850,-77.009513",Monument,,State of Florida,1922,,Live
175,Fighting Joe Wheeler Statue,Joseph Wheeler,Washington,Washington,DC,North,"38.889758,-77.009093",Monument,Government Office Grounds,State of Alabama,1925,,Live
5022,James Z. George Statue,James Zachariah George,Washington,Washington,DC,North,"38.890877,-77.009127",Monument,,state of Mississippi,1931,,Live
174,Jefferson Davis Senate Desk reserved for Senior Senator of Mississippi,Jefferson Davis,Washington,Washington,DC,North,"38.890586,-77.009104",Monument,Monument,Mississippi Senator Thad Cochran,,,Live
5021,Jefferson Davis Statue,Jefferson Davis,Washington,Washington,DC,North,"38.890943,-77.008687",Monument,,state of Mississippi,1931,,Live
5024,Robert E. Lee Statue,Robert E. Lee,Washington,Washington,DC,North,"38.890326,-77.009438",Monument,,Commonwealth of Virginia,1909,,Live
982,York County Confederate Monument,No specific honoree,York,York,SC,South,"34.991617,-81.236333",Monument,Monument,United Daughters of the Confederacy,1906,,Live
1041,Confederate Memorial,No specific honoree,Altamont,Grundy,TN,South,"35.430433,-85.722833",Monument,Monument,Sons of Confederate Veterans,,,Live
1059,Confederate Monument,No specific honoree,Blountville,Sullivan,TN,South,"36.532983,-82.326817",Monument,Courthouse Grounds,United Daughters of the Confederacy,1928,,Live
3109,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Bolivar,Hardeman,TN,South,"35.257012,-88.986974",Highway / Roadway,Roads,Uknown,,,Live
1970,Confederate statue,No specific honoree,Salem,Salem City,VA,South,"37.293557,-80.054595",Monument,Monument,United Daughters of the Confederacy,1909,,Live
1486,Robert E. Lee Elementary School,Robert E. Lee,Spotsylvania,Spotsylvania,VA,South,"38.202885,-77.591016",School,Schools,Uknown,1952,,Live
1283,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Staunton,Staunton City,VA,South,"38.193748,-79.025572",Highway / Roadway,Roads,Uknown,,,Live
1281,J.E.B. Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Staunton,Staunton City,VA,South,"38.195267,-79.025927",Highway / Roadway,Roads,Uknown,,,Live
1282,Stonewall Jackson Boulevard,"Thomas Jonathan ""Stonewall"" Jackson",Staunton,Staunton City,VA,South,"38.193428,-79.025092",Highway / Roadway,Roads,Uknown,,,Live
1462,City of Stuart,"James Ewell Brown ""Jeb"" Stuart",Stuart,Patrick,VA,South,"36.636541,-80.269450",City,County/Municipality,Uknown,1884,,Live
262,Robert E. Lee Street,Robert E. Lee,Fort Oglethorpe,Catoosa,GA,South,"34.945773,-85.256800",Highway / Roadway,Roads,Uknown,,,Live
264,Shelby Street,Joseph Shelby,Fort Oglethorpe,Catoosa,GA,South,"34.946113,-85.255649",Highway / Roadway,Roads,Uknown,,,Live
2217,Tennessee Cavalry Monument,No specific honoree,Fort Oglethorpe,Catoosa,GA,South,"34.951683,-85.259833",Monument,Monument,State of Tennessee,1895,,Live
333,Heard County Confederate Monument,No specific honoree,Franklin,Heard,GA,South,"33.280050,-85.098817",Monument,Monument,United Daughters of the Confederacy,1999,,Live
271,Jeff Davis Road,Jefferson Davis,Franklin,Heard,GA,South,"33.252588,-85.131906",Highway / Roadway,Roads,Uknown,,,Live
2085,General James Longstreet Monument,James Longstreet,Gainesville,Hall,GA,South,"34.314467,-83.825883",Monument,Monument,United Daughters of the Confederacy,,,Live
334,"Hall County Confederate Monument (""Old Joe"")",No specific honoree,Gainesville,Hall,GA,South,"34.299320,-83.827200",Monument,Monument,United Daughters of the Confederacy,1909,,Live
3008,Jefferson Davis Highway Marker,Jefferson Davis,Grantville,Coweta,GA,South,"33.234447,-84.835207",Marker,Monument,Uknown,,,Live
375,Greene County Confederate Monument,No specific honoree,Greensboro,Greene,GA,South,"33.576876,-83.182318",Monument,Courthouse Grounds,United Daughters of the Confederacy; Ladies Memorial Association,1898,,Live
2048,Jefferson Davis Highway Marker,Jefferson Davis,Greensboro,Greene,GA,South,"33.576249,-83.187719",Marker,Monument,United Daughters of the Confederacy,,,Live
1060,Monument to the Memory of Fallen Confederate Sons,No specific honoree,Bolivar,Hardeman,TN,South,"35.256333,-88.987500",Monument,Courthouse Grounds,Hardeman County,1873,,Live
2203,J.E.B. Stuart and Confederate Soldiers of Patrick County Monument,"James Ewell Brown ""Jeb"" Stuart",Stuart,Patrick,VA,South,"36.642342,-80.269589",Monument,Courthouse Grounds,Junior Stuart Book Club,1936,,Live
3118,General Forrest Court,Nathan Bedford Forrest,Brentwood,Williamson,TN,South,"36.062677,-86.823351",Highway / Roadway,Roads,Uknown,,,Live
3119,Jefferson Davis Court,Jefferson Davis,Brentwood,Williamson,TN,South,"36.061264,-86.820078",Highway / Roadway,Roads,Uknown,,,Live
1012,Jefferson Davis Drive,Jefferson Davis,Brentwood,Williamson,TN,South,"36.060755,-86.817297",Highway / Roadway,Roads,Uknown,,,Live
3120,Robert E Lee Drive,Robert E. Lee,Brentwood,Williamson,TN,South,"36.064872,-86.821527",Highway / Roadway,Roads,Uknown,,,Live
642,Bragg Road,Braxton Bragg,Moss Point,Jackson,MS,South,"30.494863,-88.423450",Highway / Roadway,Roads,Uknown,,,Live
643,Breckinridge Road,John C. Breckinridge,Moss Point,Jackson,MS,South,"30.346201,-88.490456",Highway / Roadway,Roads,Uknown,,,Live
638,Cleburne Road,Patrick Cleburne,Moss Point,Jackson,MS,South,"30.353092,-88.490756",Highway / Roadway,Roads,Uknown,,,Live
639,Early Road,Jubal Anderson Early,Moss Point,Jackson,MS,South,"30.350799,-88.491969",Highway / Roadway,Roads,Uknown,,,Live
637,Ewell Road,Richard Stoddert Ewell,Moss Point,Jackson,MS,South,"30.351158,-88.493194",Highway / Roadway,Roads,Uknown,,,Live
633,Forrest Road,Nathan Bedford Forrest,Moss Point,Jackson,MS,South,"30.410493,-88.561304",Highway / Roadway,Roads,Uknown,,,Live
641,Hood Road,John Bell Hood,Moss Point,Jackson,MS,South,"30.348642,-88.490714",Highway / Roadway,Roads,Uknown,,,Live
1811,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Alvin,Brazoria,TX,South,"29.424147,-95.249782",Highway / Roadway,Roads,Uknown,,,Live
3122,Johnson Street,Joseph Eggleston Johnston,Alvin,Brazoria,TX,South,"29.417092,-95.250801",Highway / Roadway,Roads,Uknown,,,Live
1810,Lee Street,Robert E. Lee,Alvin,Brazoria,TX,South,"29.419821,-95.248676",Highway / Roadway,Roads,Uknown,,,Live
3123,Taylor Street,Richard Taylor,Alvin,Brazoria,TX,South,"29.420802,-95.246767",Highway / Roadway,Roads,Uknown,,,Live
1158,Confederate Monument,No specific honoree,Amarillo,Potter,TX,South,"35.202644,-101.846120",Monument,Monument,United Daughters of the Confederacy,1931,,Live
1089,Stonewall County,"Thomas Jonathan ""Stonewall"" Jackson",Aspermont,Stonewall,TX,South,"33.139846,-100.228127",County/Municipality,County/Municipality,Uknown,1888,,Live
1154,Confederate Heroes Day*,No specific honoree,Austin,Travis,TX,South,"30.274550,-97.739811",Holiday,Holiday,Uknown,,,Live
757,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Salisbury,Rowan,NC,South,"35.686746,-80.450473",Highway / Roadway,Roads,Uknown,,,Live
754,Confederate Avenue,No specific honoree,Salisbury,Rowan,NC,South,"35.684955,-80.461101",Highway / Roadway,Roads,Uknown,,,Live
755,Stonewall Road,"Thomas Jonathan ""Stonewall"" Jackson",Salisbury,Rowan,NC,South,"35.684474,-80.457301",Highway / Roadway,Roads,Uknown,,,Live
756,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Salisbury,Rowan,NC,South,"35.688585,-80.455177",Highway / Roadway,Roads,Uknown,,,Live
735,Lee County,Robert E. Lee,Sanford,Lee,NC,South,"35.490451,-79.172289",County/Municipality,County/Municipality,Uknown,1907,,Live
775,Old Jefferson Davis Highway,Jefferson Davis,Sanford,Lee,NC,South,"35.430325,-79.221631",Highway / Roadway,Roads,Uknown,,,Live
762,Robert E. Lee Drive,Robert E. Lee,Sanford,Lee,NC,South,"35.431082,-79.129590",Highway / Roadway,Roads,Uknown,,,Live
814,The Last Grand Review,No specific honoree,Selma,Johnston,NC,South,"35.558956,-78.296834",Monument,Monument,Sons of Confederate Veterans,1990,,Live
855,Confederate Soldiers Monument,No specific honoree,Shelby,Cleveland,NC,South,"35.291411,-81.540126",Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,,Live
87,Confederate Monument,No specific honoree,Livingston,Sumter,AL,South,"32.582667,-88.188100",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live
30,Forrest Drive,Nathan Bedford Forrest,Livingston,Sumter,AL,South,"32.568808,-88.213738",Highway / Roadway,Roads,Uknown,,,Live
28,Hood Street,John Bell Hood,Livingston,Sumter,AL,South,"32.567496,-88.214500",Highway / Roadway,Roads,Uknown,,,Live
26,Jefferson Davis Drive,Jefferson Davis,Livingston,Sumter,AL,South,"32.565678,-88.213255",Highway / Roadway,Roads,Uknown,,,Live
27,Lee Street,Robert E. Lee,Livingston,Sumter,AL,South,"32.566509,-88.213330",Highway / Roadway,Roads,Uknown,,,Live
3001,Longstreet Drive,James Longstreet,Livingston,Sumter,AL,South,"32.567039,-88.215476",Highway / Roadway,Roads,Uknown,,,Live
32,Morgan Drive,John Hunt Morgan,Livingston,Sumter,AL,South,"32.568515,-88.215304",Highway / Roadway,Roads,Uknown,,,Live
31,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",Livingston,Sumter,AL,South,"32.568722,-88.216334",Highway / Roadway,Roads,Uknown,,,Live
99,Confederate Memorial Park,No specific honoree,Marbury,Autauga,AL,South,"32.718827,-86.474056",Park,Parks/Trails,State of Alabama,1964,,Live
36,Confederate Parkway,No specific honoree,McCalla,Tuscaloosa,AL,South,"33.250051,-87.071044",Highway / Roadway,Roads,Uknown,,,Live
1053,Confederate Private Monument,No specific honoree,Nashville,Davidson,TN,South,"36.147850,-86.812633",Monument,Monument,United Confederate Veterans,1909,,Live
1070,Confederate Women,No specific honoree,Nashville,Davidson,TN,South,"36.163767,-86.783450",Monument,Courthouse Grounds,State of Tennessee,1926,,Live
1081,Nathan Bedford Forrest Bust,Nathan Bedford Forrest,Nashville,Davidson,TN,South,"36.165619,-86.784173",Monument,Government Office Grounds,Uknown,1978,,Live
1039,Nathan Bedford Forrest Day,Nathan Bedford Forrest,Nashville,Davidson,TN,South,"36.166023,-86.784393",Holiday,Holiday,Uknown,,,Live
3175,Robert E. Lee Day,Robert E. Lee,Nashville,Davidson,TN,South,"36.165619,-86.783812",Holiday,Holiday,State of Tennessee,2017,,Live
1082,Sam Davis Statue,Sam Davis,Nashville,Davidson,TN,South,"36.165067,-86.784250",Monument,Government Office Grounds,Uknown,1909,,Live
1009,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Nashville,Davidson,TN,South,"36.165765,-86.784113",Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live
2143,UDC Anniversary Plaque,No specific honoree,Nashville,Davidson,TN,South,"36.166067,-86.783617",Plaque,Government Office Grounds,United Daughters of the Confederacy,,,Live
1031,Robert E. Lee Drive,Robert E. Lee,Newport,Cocke,TN,South,"35.894711,-83.219161",Highway / Roadway,Roads,Uknown,,,Live
303,Jeff Davis Street,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862858,-82.600410",Highway / Roadway,Roads,Uknown,,,Live
378,Jefferson Davis Bust,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862445,-82.600579",Monument,Courthouse Grounds,Sons of Confederate Veterans,,,Live
379,Liberty County Confederate Monument,No specific honoree,Hinesville,Liberty,GA,South,"31.847561,-81.595513",Monument,Courthouse Grounds,United Daughters of the Confederacy,1928,,Live
337,Jefferson Davis Memorial,Jefferson Davis,Irwinville,Irwin,GA,South,"31.664560,-83.386681",Monument,Monument,United Daughters of the Confederacy,1935,,Live
380,Monument to Butts County Confederate Soldiers,No specific honoree,Jackson,Butts,GA,South,"33.294553,-83.966681",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live
338,Jackson County Confederate Monument,"Thomas Jonathan ""Stonewall"" Jackson",Jefferson,Jackson,GA,South,"34.117592,-83.573121",Monument,Monument,United Daughters of the Confederacy,1911,,Live
339,Twiggs County Confederate Monument,No specific honoree,Jeffersonville,Twiggs,GA,South,"32.687510,-83.345782",Monument,Monument,United Daughters of the Confederacy,1911,,Live
276,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Jonesboro,Clayton,GA,South,"33.521016,-84.368632",Highway / Roadway,Roads,Uknown,,,Live
273,Jeff Davis Drive,Jefferson Davis,Jonesboro,Clayton,GA,South,"33.439743,-84.440917",Highway / Roadway,Roads,Uknown,,,Live
274,Robert E. Lee Parkway,Robert E. Lee,Jonesboro,Clayton,GA,South,"33.522749,-84.366418",Highway / Roadway,Roads,Uknown,,,Live
541,Fort Humbug Confederate Memorial,No specific honoree,Shreveport,Caddo,LA,South,"32.500120,-93.724500",Monument,Monument,Louisiana Army National Guard,2006,,Live
552,Confederate Monument,No specific honoree,St. Francisville,West Feliciana,LA,South,"30.775433,-91.386133",Monument,Courthouse Grounds,Uknown,1903,,Live
558,City of Stonewall,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,DeSoto,LA,South,"32.273390,-93.816932",City,County/Municipality,Uknown,1862,,Live
553,Confederate Monument,No specific honoree,Tallulah,Madison,LA,South,"32.407917,-91.187283",Monument,Courthouse Grounds,Uknown,1890,,Live
5007,Nicholls State University,Francis T. Nicholls,Thibodaux,Lafourche,LA,South,"29.790300,-90.802700",College,Schools,Uknown,1948,,Live
561,P.G.T. Beauregard Hall at Nicholls State University,Pierre Gustave Toutant-Beauregard,Thibodaux,Lafourche,LA,South,"29.790724,-90.802683",College,Buildings,Uknown,1961,,Live
554,Confederate Monument,No specific honoree,Winnfield,Winn,LA,South,"31.926271,-92.639070",Monument,Courthouse Grounds,Uknown,1926,,Live
5019,"""Maryland, My Maryland"" state song",No specific honoree,Annapolis,Anne Arundel,MD,Border,"38.978841,-76.491103",Song,Song,State of Maryland,1939,,Live
1018,Robert E. Lee Lane,Robert E. Lee,Brentwood,Williamson,TN,South,"35.992781,-86.822459",Highway / Roadway,Roads,Uknown,,,Live
1061,Confederate Monument,No specific honoree,Brownsville,Haywood,TN,South,"35.593803,-89.262342",Monument,Courthouse Grounds,Uknown,1909,,Live
1087,Forrest High School,Nathan Bedford Forrest,Chapel Hill,Marshall,TN,South,"35.630246,-86.690424",School,Schools,Uknown,,,Live
1062,Confederate Monument,No specific honoree,Charlotte,Dickson,TN,South,"36.178300,-87.339300",Monument,Courthouse Grounds,Sons of Confederate Veterans,2001,,Live
1848,Alexander P. Stewart Monument,Alexander P. Stewart,Chattanooga,Hamilton,TN,South,"35.048924,-85.306949",Monument,Monument,United Daughters of the Confederacy,1919,,Live
1042,Confederate Monument,No specific honoree,Cleveland,Bradley,TN,South,"35.164061,-84.873076",Monument,Monument,United Daughters of the Confederacy,1910,,Live
3117,Forrest Avenue,Nathan Bedford Forrest,Clifton,Wayne,TN,South,"35.380144,-87.995363",Highway / Roadway,Roads,Uknown,,,Live
1852,Neuse Street,No specific honoree,Clifton,Wayne,TN,South,"35.383198,-87.992294",Highway / Roadway,Roads,Uknown,,,Live
1869,Talbot Boys Monument,No specific honoree,Easton,Talbot,MD,Border,"38.774897,-76.077266",Monument,Monument,United Confederate Veterans,1916,,Live
279,Jeff Davis Drive,Jefferson Davis,Fayetteville,Fayette,GA,South,"33.455532,-84.450244",Highway / Roadway,Roads,Uknown,,,Live
407,Jefferson Davis Historic Site,Jefferson Davis,Fitzgerald,Ben Hill,GA,South,"31.663301,-83.385854",Park,Parks/Trails,Works Progress Administration,1939,,Live
332,Jefferson Davis Monument,Jefferson Davis,Fitzgerald,Ben Hill,GA,South,"31.664555,-83.386681",Monument,Monument,State of Georgia,,,Live
301,Hood Avenue,John Bell Hood,Forest Park,Clayton,GA,South,"33.615675,-84.344935",Highway / Roadway,Roads,Uknown,,,Live
302,Wheeler Drive,Joseph Wheeler,Forest Park,Clayton,GA,South,"33.625451,-84.315452",Highway / Roadway,Roads,Uknown,,,Live
374,Confederate Monument,No specific honoree,Forsyth,Forsyth,GA,South,"33.034833,-83.938617",Monument,Courthouse Grounds,United Daughters of the Confederacy; Ladies Memorial Association,1907,,Live
310,Fort Benning,Henry Lewis Benning,Fort Benning,Chattahoochee,GA,South,"32.391385,-84.823100",Military Base,Buildings,Uknown,1918,,Live
311,Fort Gordon,John Brown Gordon,Fort Gordon,Richmond,GA,South,"33.420538,-82.156230",Military Base,Buildings,Uknown,1917,,Live
263,Forrest Road,Nathan Bedford Forrest,Fort Oglethorpe,Catoosa,GA,South,"34.945119,-85.250337",Highway / Roadway,Roads,Uknown,,,Live
265,Polk Circle,Leonidas Polk,Fort Oglethorpe,Catoosa,GA,South,"34.946157,-85.251168",Highway / Roadway,Roads,Uknown,,,Live
3083,Drayton Street,Thomas Fenwick Drayton,Columbia,Richland,SC,South,"34.007458,-80.949576",Highway / Roadway,Roads,Uknown,,,Live
3084,Early Street,Jubal Anderson Early,Columbia,Richland,SC,South,"34.009717,-80.946808",Highway / Roadway,Roads,Uknown,,,Live
3085,Elliot Street,Stephen Elliott,Columbia,Richland,SC,South,"34.008303,-80.948771",Highway / Roadway,Roads,Uknown,,,Live
3087,Ewell Road,Richard Stoddert Ewell,Columbia,Richland,SC,South,"33.994957,-80.951345",Highway / Roadway,Roads,Uknown,,,Live
3088,Ferguson Street,Champ Ferguson,Columbia,Richland,SC,South,"34.001273,-80.954199",Highway / Roadway,Roads,Uknown,,,Live
3089,Forest St [sic],Nathan Bedford Forrest,Columbia,Richland,SC,South,"33.995980,-80.945691",Highway / Roadway,Roads,Uknown,,,Live
3090,Forney Road,John Horace Forney,Columbia,Richland,SC,South,"34.011567,-80.945531",Highway / Roadway,Roads,Uknown,,,Live
3091,Garnett Street,Richard B. Garnett,Columbia,Richland,SC,South,"34.017756,-80.946658",Highway / Roadway,Roads,Uknown,,,Live
3092,Greene Avenue,Colton Greene,Columbia,Richland,SC,South,"34.008312,-80.945778",Highway / Roadway,Roads,Uknown,,,Live
3093,Gregg Street,John Gregg,Columbia,Richland,SC,South,"34.012545,-80.944941",Highway / Roadway,Roads,Uknown,,,Live
1262,Robert Lee High School,Robert E. Lee,Robert Lee,Coke,TX,South,"31.901829,-100.485443",School,Schools,Uknown,,,Live
1126,Robert Lee Avenue,Robert E. Lee,Roma,Starr,TX,South,"26.407148,-98.986983",Highway / Roadway,Roads,Uknown,,,Live
3126,B. F. Terry Boulevard,Benjamin Franklin Terry,Rosenberg,Fort Bend,TX,South,"29.545822,-95.770571",Highway / Roadway,Roads,Uknown,,,Live
1968,B. F. Terry High School,Benjamin Franklin Terry,Rosenberg,Fort Bend,TX,South,"29.544048,-95.772942",School,Schools,Uknown,1980,,Live
1212,Confederate Monument,No specific honoree,Rusk,Cherokee,TX,South,"31.795260,-95.150148",Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live
2176,Dick Dowling Monument,Richard W. Dowling,Sabine Pass,Jefferson,TX,South,"29.732017,-93.894400",Monument,Monument,United Daughters of the Confederacy,1937,,Live
3134,Dowling Road,Richard W. Dowling,Sabine Pass,Jefferson,TX,South,"29.733138,-93.894056",Highway / Roadway,Roads,Uknown,,,Live
1974,Beauregard Avenue,Pierre Gustave Toutant-Beauregard,San Angelo,Tom Green,TX,South,"31.451711,-100.463442",Highway / Roadway,Roads,Uknown,,,Live
3143,Reagan Elementary School,John Henninger Reagan,San Angelo,Tom Green,TX,South,"31.478324,-100.444078",School,Schools,Uknown,,,Live
1263,Robert E. Lee Middle School,Robert E. Lee,San Angelo,Tom Green,TX,South,"31.450844,-100.470827",School,Schools,Uknown,1949,,Live
5090,Confederate Court,,Dumfries,Prince William,VA,Not Applicable,"38.567744,-77.327915",Roads,Roads,,,,Live
5098,Albert Pike Elementary School,,Fort Smith,Sebastian,AR,Not Applicable,"35.379650,-94.386997",School,Schools,,1952,,Live
5109,Lulie C. Scattergood Scholarship (UCLA),,Los Angeles,Los Angeles County,CA,,"34.072045,-118.438741",College,Scholarship,United Daughters of the Confederacy,1937,,Live
5107,USS Chancellorsville (U.S. Navy),,Pascagoula,Jackson,MS,Not Applicable,"32.304026,-90.182047",Military Asset,Military,,1863,,Live
5130,Confederate Dead,,McConnellsburg,Fulton,PA,,"39. 55442,-77.59025",Marker,Monument,Pennsylvania Historical and Museum Commission; United Daughters of the Confederacy,1947,,Live
3044,Evans Road,Clement A. Evans; Nathan George Evans,Charleston,Charleston,South Carolina,South,"32.739995,-79.908121",Roads,Roads,Uknown,,,Live
3086,Evans Street,Clement A. Evans; Nathan George Evans,Columbia,Richland,South Carolina,South,"34.009504,-80.943890",Roads,Roads,Uknown,,,Live
5139,Kenan Memorial Fountain,,Wilmington,New Hanover,NC,,"34.235996,-77.943328",Monument,Monument,,1921,,Live
5158,Wood Memorial Building at VCU Medical College of Virginia,,,,VA,,"37.542271,-77.429562",College,Buildings,,1954,,Live
1478,Lee-Davis High School,Robert E. Lee; Jefferson Davis,Mechanicsville,Hanover,Virginia,South,"37.612515,-77.340442",School,Schools,Uknown,1959,,Live
5127,The Confederate Memorial,,Key West,Monroe,FL,Not Applicable,"24.557766,-81.787945",Monument,Monument,United Daughters of the Confederacy,1924,,Live
5142,Confederate Soldiers Memorial,,Clarksville,Montgomery,TN,,"36.524193,-87.352270",Monument,Monument,Sons of Confederate Veterans,1906,,Live
5170,Mosby Woods Elementary School,,Springfield,Fairfax,VA,,",",School,Schools,,1963,,Live
5134,Robert E. Lee Sequoia Tree at Yosemite National Park,,Yosemite National Park,Sierra Nevada,CA,,",",Other,Parks/Trails,,,,Live
5133,Robert E. Lee Sequoia Tree at Kings Canyon National Park,,Kings Canyon National Par,Fresno,CA,,",",Other,Parks/Trails,Richard Field,1875,,Live
354,Stone Mountain Confederate Memorial Carving,"Robert E. Lee; Thomas Jonathan ""Stonewall"" Jackson; Jefferson Davis",Stone Mountain,DeKalb,Georgia,South,"33.806373,-84.145379",Monument,Monument,United Daughters of the Confederacy; Stone Mountain Memorial Association,1972,,Live
